"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"CH","2025-05-26","78.5","0.41","5.89","Ohtani, Shohei",660271,676282,,"ball",,,,,13,"Shohei Ohtani pops out to catcher Bo Naylor in foul territory.","R","L","L","CLE","LAD","B",,,0,1,2025,"1.25","0.97","-0.15","1.33",,,,1,8,"Top",,,,,,,-3.613476440787051,-114.27837675124908,-4.944094552906378,11.613054429920417,19.96358959449763,-22.976959262201483,"3.6","1.59",,,,"80.3",1520,"7.4",777769,666310,700932,669717,608070,672356,680757,682657,682177,"53.11",,,,,,,,66,2,"Changeup",2,6,6,2,6,2,6,2,"Infield shade","Standard",131,"0","0.024",,,,"-0.024",,-4,4,"0.035","0.965",25,30,26,31,1,4,2,1,,1,"2.71","1.25","1.25","53.7",,,,,
"FF","2025-05-26","91","0.4","5.77","Ohtani, Shohei",660271,676282,,"called_strike",,,,,1,"Shohei Ohtani pops out to catcher Bo Naylor in foul territory.","R","L","L","CLE","LAD","S",,,0,0,2025,"0.44","1.36","-0.41","3.52",,,,1,8,"Top",,,,,,,-3.056165027052101,-132.64757248358492,-2.765602010430296,5.881315029669989,26.363779107984392,-15.734435181669332,"3.66","1.62",,,,"93.4",1662,"7.5",777769,666310,700932,669717,608070,672356,680757,682657,682177,"53.03",,,,,,,,66,1,"4-Seam Fastball",2,6,6,2,6,2,6,2,"Infield shade","Standard",161,"0","-0.037",,,,"0.037",,-4,4,"0.035","0.965",25,30,26,31,1,4,2,1,,1,"1.37","0.44","0.44","52.4",,,,,
"FC","2025-05-26","90.2","-1.93","5.2","Ohtani, Shohei",660271,670036,"walk","ball",,,,,11,"Shohei Ohtani walks. Hyeseong Kim to 2nd.","R","L","R","CLE","LAD","B",,,3,2,2025,"0.47","0.29","-0.81","4.01",,,808975,2,6,"Top",,,,,,,1.8082344888846877,-131.38938141736188,2.3382287706586444,5.1181774404077975,25.832304554750092,-29.429864737065444,"3.55","1.53",,,,"90.9",2487,"6.5",777769,666310,700932,669717,608070,672356,680757,682657,682177,"53.97",,0.694262,"0.7",1,0,0,,47,6,"Cutter",1,4,4,1,4,1,4,1,"Infield shade","Strategic",155,"-0.009","0.217",,,,"-0.217",,-3,3,"0.14","0.86",32,30,32,31,1,3,2,1,2,1,"2.49","-0.47","0.47","41.4",,,,,
"FC","2025-05-26","89.5","-2.08","5.03","Ohtani, Shohei",660271,670036,,"called_strike",,,,,4,"Shohei Ohtani walks. Hyeseong Kim to 2nd.","R","L","R","CLE","LAD","S",,,3,1,2025,"0.62","0.34","-0.53","2.37",,,808975,2,6,"Top",,,,,,,2.5194438231815734,-130.42801157891873,-1.3414959637087378,6.689269048943202,25.133785719611694,-28.160793385131452,"3.57","1.55",,,,"90.1",2422,"6.4",777769,666310,700932,669717,608070,672356,680757,682657,682177,"54.12",,,,,,,,47,5,"Cutter",1,4,4,1,4,1,4,1,"Infield shade","Standard",166,"0","-0.065",,,,"0.065",,-3,3,"0.14","0.86",32,30,32,31,1,3,2,1,2,1,"2.47","-0.62","0.62","35.4",,,,,
"FC","2025-05-26","88.8","-1.92","5.06","Ohtani, Shohei",660271,670036,,"ball",,,,,11,"Shohei Ohtani walks. Hyeseong Kim to 2nd.","R","L","R","CLE","LAD","B",,,2,1,2025,"0.54","0.28","-0.62","3.75",,,808975,2,6,"Top",,,,,,,2.0583710745568973,-129.3891074069114,2.26228933278902,5.615082535620248,27.03595054055693,-29.76027473314296,"3.54","1.53",,,,"89",2408,"6.4",777769,666310,700932,669717,608070,672356,680757,682657,682177,"54.13",,,,,,,,47,4,"Cutter",1,4,4,1,4,1,4,1,"Infield shade","Standard",152,"0","0.078",,,,"-0.078",,-3,3,"0.14","0.86",32,30,32,31,1,3,2,1,2,1,"2.61","-0.54","0.54","36.0",,,,,
"FF","2025-05-26","91.5","-2.04","5.01","Ohtani, Shohei",660271,670036,,"called_strike",,,,,5,"Shohei Ohtani walks. Hyeseong Kim to 2nd.","R","L","R","CLE","LAD","S",,,2,0,2025,"0.08","0.95","-0.19","2.8",,,808975,2,6,"Top",,,,,,,4.52873428624413,-133.34122970360227,-1.832797406033256,0.15095126337164824,25.226211105461992,-20.569031396697255,"3.58","1.55",,,,"92.5",2424,"6.6",777769,666310,700932,669717,608070,672356,680757,682657,682177,"53.94",,,,,,,,47,3,"4-Seam Fastball",1,4,4,1,4,1,4,1,"Infield shade","Standard",182,"0","-0.048",,,,"0.048",,-3,3,"0.14","0.86",32,30,32,31,1,3,2,1,2,1,"1.74","-0.08","0.08","33.1",,,,,
"FC","2025-05-26","89.9","-2.06","5.13","Ohtani, Shohei",660271,670036,,"ball",,,,,11,"Shohei Ohtani walks. Hyeseong Kim to 2nd.","R","L","R","CLE","LAD","B",,,1,0,2025,"0.5","0.38","-1.28","3.48",,,808975,2,6,"Top",,,,,,,0.8912502103677116,-131.01058789444903,1.0189923967485492,5.564934525701935,25.58140585737229,-28.187831814176022,"3.59","1.53",,,,"90.2",2423,"6.2",777769,666310,700932,669717,608070,672356,680757,682657,682177,"54.3",,,,,,,,47,2,"Cutter",1,4,4,1,4,1,4,1,"Infield shade","Standard",165,"0","0.05",,,,"-0.05",,-3,3,"0.14","0.86",32,30,32,31,1,3,2,1,2,1,"2.42","-0.5","0.5","38.0",,,,,
"FC","2025-05-26","90.9","-1.98","5.19","Ohtani, Shohei",660271,670036,,"ball",,,,,3,"Shohei Ohtani walks. Hyeseong Kim to 2nd.","R","L","R","CLE","LAD","B",,,0,0,2025,"0.46","0.73","0.76","3.11",,,808975,2,6,"Top",,,,,,,5.888374821454658,-132.4349321260388,-0.9046630106645822,4.252538680672658,26.515360779674197,-23.593615429514294,"3.6","1.57",,,,"91.2",2486,"6.2",777769,666310,700932,669717,608070,672356,680757,682657,682177,"54.26",,,,,,,,47,1,"Cutter",1,4,4,1,4,1,4,1,"Infield shade","Strategic",175,"0","0.034",,,,"-0.034",,-3,3,"0.14","0.86",32,30,32,31,1,3,2,1,2,1,"2.01","-0.46","0.46","38.1",,,,,
"FF","2025-05-26","96.5","-2.91","5.97","Ohtani, Shohei",660271,668909,"home_run","hit_into_play",,,,,14,"Shohei Ohtani homers (19) on a fly ball to right field.","R","L","R","CLE","LAD","X",,"fly_ball",0,0,2025,"-0.83","1.24","0.86","2.29",,,,0,1,"Top",227.33,83.18,,,,,11.887039945266451,-140.01766241408734,-7.042636456080897,-13.525764595064832,29.2877661168455,-14.388639019429409,"3.57","1.63",378,"115",28,"96.4",2148,"6.2",777769,666310,700932,669717,608070,672356,680757,682657,682177,"54.28",0.999,2.034,"2",1,0,3,6,1,1,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Infield shade","Standard",249,"-0.101","1.114","76.3","8.0",3.999,"-1.114","115.0",0,0,"0.5","0.5",25,30,26,31,1,0,5,1,6,1,"1.21","0.83","-0.83","35.0",24.120398473434335,-2.960132506788878,41.99990970680871,30.936346953951087,33.75660710100623
"FO","2025-05-25","83.9","-2.05","5.88","Ohtani, Shohei",660271,673540,"field_out","hit_into_play",,,,,4,"Shohei Ohtani flies out to center fielder Tyrone Taylor.","R","L","R","NYM","LAD","X",8,"fly_ball",2,2,2025,"-0.74","0.32","-0.42","2.82",,,624424,1,5,"Top",156.31,81.76,,,,,5.2482385099538575,-122.14382729604725,-1.367703829378855,-8.396606366899386,22.79080171710108,-28.8693409685444,"3.56","1.6",301,"99.8",45,"84.3",957,"6.4",777773,620443,624413,683146,668901,596019,643446,621438,665742,"54.09",0.034,0.058,"0",1,0,0,3,36,6,"Forkball",3,1,1,3,1,3,1,3,"Infield shade","Standard",256,"0.036","-0.233","75.1","8.5",0.11,"0.233","99.8",2,-2,"0.756","0.244",32,30,32,31,3,2,6,1,6,1,"2.9","0.74","-0.74","41.5",22.926050811710997,-4.559307284892596,34.9473155344994,45.25329498860563,29.467479792190414
"FF","2025-05-25","94.8","-2.14","5.84","Ohtani, Shohei",660271,673540,,"foul",,,,,2,"Shohei Ohtani flies out to center fielder Tyrone Taylor.","R","L","R","NYM","LAD","S",,,2,2,2025,"-0.59","1.45","-0.06","3.17",,,624424,1,5,"Top",,,,,,,6.791954899994669,-137.87731030979643,-4.544240206025608,-9.124713721323438,32.05758139843287,-12.938344400090456,"3.56","1.6",145,"81",11,"95",2424,"6.5",777773,620443,624413,683146,668901,596019,643446,621438,665742,"53.96",,,,,,,,36,5,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Infield shade","Standard",221,"0","0","76.2","7.4",,"0","88.0",2,-2,"0.756","0.244",32,30,32,31,3,2,6,1,6,1,"1.1","0.59","-0.59","42.0",9.400621150764373,10.15427089381513,35.545920376208315,40.5493290167564,15.91862081518289
"SI","2025-05-25","90.1","-2.2","5.69","Ohtani, Shohei",660271,673540,,"foul",,,,,13,"Shohei Ohtani flies out to center fielder Tyrone Taylor.","R","L","R","NYM","LAD","S",,,2,1,2025,"-1.33","0.2","-0.22","1.14",,,624424,1,5,"Top",,,,,,,7.765305356285384,-130.8863437744767,-5.782650918862526,-16.886071937864173,28.015989787850724,-28.798142415109986,"3.56","1.6",1,"96.4",-42,"90.4",2288,"6.6",777773,620443,624413,683146,668901,596019,643446,621438,665742,"53.92",,,,,,,,36,4,"Sinker",3,1,1,3,1,3,1,3,"Infield shade","Standard",229,"0","-0.057","72.6","8.5",,"0.057","96.4",2,-2,"0.756","0.244",32,30,32,31,3,2,6,1,6,1,"2.62","1.33","-1.33","38.5",15.019605441099962,0.7179246127522599,42.87125283877316,43.64186476851807,28.511061019251322
"FO","2025-05-25","82.5","-2.18","5.84","Ohtani, Shohei",660271,673540,,"blocked_ball",,,,,13,"Shohei Ohtani flies out to center fielder Tyrone Taylor.","R","L","R","NYM","LAD","B",,,1,1,2025,"-0.76","-0.29","-0.28","-0.44",,,624424,1,5,"Top",,,,,,,5.816440602890137,-119.79784036846407,-7.121637970052145,-8.529269980458178,25.579439572889964,-33.59278298276338,"3.54","1.59",,,,"82.3",1029,"6.5",777773,620443,624413,683146,668901,596019,643446,621438,665742,"54",,,,,,,,36,3,"Forkball",3,1,1,3,1,3,1,3,"Infield shade","Standard",249,"0","0.046",,,,"-0.046",,2,-2,"0.756","0.244",32,30,32,31,3,2,6,1,6,1,"3.68","0.76","-0.76","42.8",,,,,
"FC","2025-05-25","88.9","-2.06","5.89","Ohtani, Shohei",660271,673540,,"called_strike",,,,,8,"Shohei Ohtani flies out to center fielder Tyrone Taylor.","R","L","R","NYM","LAD","S",,,1,0,2025,"0.05","0.72","-0.19","1.84",,,624424,1,5,"Top",,,,,,,4.48979312545851,-129.2366670889946,-5.35078371485684,-0.41300342057386874,29.2085837015824,-23.15098372493266,"3.54","1.56",,,,"88.9",2403,"6.5",777773,620443,624413,683146,668901,596019,643446,621438,665742,"53.99",,,,,,,,36,2,"Cutter",3,1,1,3,1,3,1,3,"Infield shade","Standard",205,"0","-0.047",,,,"0.047",,2,-2,"0.756","0.244",32,30,32,31,3,2,6,1,6,1,"2.19","-0.05","0.05","44.2",,,,,
"FO","2025-05-25","82.2","-2.16","5.99","Ohtani, Shohei",660271,673540,,"ball",,,,,13,"Shohei Ohtani flies out to center fielder Tyrone Taylor.","R","L","R","NYM","LAD","B",,,0,0,2025,"-0.68","0.65","-0.88","2.62",,,624424,1,5,"Top",,,,,,,4.230855531315178,-119.63599096631927,-2.3699875743682712,-7.342527633772905,22.60078896405336,-25.712045389503437,"3.6","1.68",,,,"82.3",1019,"6.3",777773,620443,624413,683146,668901,596019,643446,621438,665742,"54.18",,,,,,,,36,1,"Forkball",3,1,1,3,1,3,1,3,"Infield shade","Standard",246,"0","0.036",,,,"-0.036",,2,-2,"0.756","0.244",32,30,32,31,3,2,6,1,6,1,"2.72","0.68","-0.68","44.5",,,,,
"FF","2025-05-25","95.9","-2.16","5.76","Ohtani, Shohei",660271,673540,"strikeout","swinging_strike",,,,,11,"Shohei Ohtani strikes out swinging.","R","L","R","NYM","LAD","S",2,,0,2,2025,"-0.76","1.62","-0.38","3.74",,,,1,3,"Top",,,,,,,6.43794357099384,-139.53407310816382,-3.397472504507424,-11.44173348807001,32.3684907832824,-10.43792876707994,"3.56","1.6",,,,"96",2480,"6.4",777773,620443,624413,683146,668901,596019,643446,621438,665742,"54.07",,0,"0",1,0,0,,19,3,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shade","Standard",222,"0.018","-0.162","73.5","7.5",,"0.162",,1,-1,"0.643","0.357",32,30,32,31,2,1,6,1,6,1,"0.86","0.76","-0.76","38.2",12.791987650303017,3.2840847749670177,29.398005130453672,44.22677965347667,17.248762504735417
"FO","2025-05-25","83.2","-2.11","5.81","Ohtani, Shohei",660271,673540,,"called_strike",,,,,4,"Shohei Ohtani strikes out swinging.","R","L","R","NYM","LAD","S",,,0,1,2025,"-1.12","-0.09","-0.29","2.83",,,,1,3,"Top",,,,,,,6.390300904529713,-120.9145522775999,-0.08037363046454593,-12.291645693057713,27.245343777055304,-33.29337389897287,"3.58","1.61",,,,"82.9",1269,"6.5",777773,620443,624413,683146,668901,596019,643446,621438,665742,"53.95",,,,,,,,19,2,"Forkball",2,1,1,2,1,2,1,2,"Infield shade","Standard",256,"0","-0.057",,,,"0.057",,1,-1,"0.643","0.357",32,30,32,31,2,1,6,1,6,1,"3.44","1.12","-1.12","40.1",,,,,
"FC","2025-05-25","91.4","-2.09","5.78","Ohtani, Shohei",660271,673540,,"swinging_strike",,,,,9,"Shohei Ohtani strikes out swinging.","R","L","R","NYM","LAD","S",,,0,0,2025,"-0.18","0.72","0.61","1.93",,,,1,3,"Top",,,,,,,7.236720696602591,-132.90402212589194,-5.3981376357558855,-3.700305471546466,28.72317624733879,-22.63892926700392,"3.56","1.6",,,,"92.1",2561,"6.7",777773,620443,624413,683146,668901,596019,643446,621438,665742,"53.76",,,,,,,,19,1,"Cutter",2,1,1,2,1,2,1,2,"Infield shade","Standard",207,"0","-0.037","82.0","8.4",,"0.037",,1,-1,"0.643","0.357",32,30,32,31,2,1,6,1,6,1,"2.01","0.18","-0.18","42.2",25.488431518632183,-12.682263515421656,42.91308092654547,32.41436465329355,35.6144757129355
"CU","2025-05-25","80.4","-2.02","6.13","Ohtani, Shohei",660271,668820,"field_out","hit_into_play",,,,,14,"Shohei Ohtani flies out to center fielder Tyrone Taylor.","R","L","R","NYM","LAD","X",8,"fly_ball",1,1,2025,"1.08","-0.64","1.06","2.24",,,,2,7,"Top",136.78,104.16,,,,,4.8227181637989744,-116.99260234594949,-0.6459444721492327,8.804286382490485,24.396574820187105,-38.08259926375136,"3.56","1.6",240,"75.5",47,"80.7",2566,"6.7",777773,620443,624413,683146,668901,596019,643446,621438,665742,"53.79",0.103,0.106,"0",1,0,0,3,52,3,"Curveball",3,1,1,3,1,3,1,3,"Infield shade","Standard",49,"0.013","-0.244","76.3","8.0",0.133,"0.244","88.0",2,-2,"0.88","0.12",27,30,28,31,1,3,2,1,8,1,"4.19","-1.08","1.08","48.1",18.55387343594278,-5.665496336920314,45.779588267752416,27.313387087503788,30.782947561877094
"SL","2025-05-25","88.7","-2.56","5.82","Ohtani, Shohei",660271,668820,,"ball",,,,,14,"Shohei Ohtani flies out to center fielder Tyrone Taylor.","R","L","R","NYM","LAD","B",,,0,1,2025,"0.54","0.49","0.88","1.89",,,,2,7,"Top",,,,,,,7.331701459532585,-128.91776621021066,-4.5855305270294515,4.445129484396456,27.91905679322215,-25.900033313904498,"3.58","1.61",,,,"89.3",2078,"6.8",777773,620443,624413,683146,668901,596019,643446,621438,665742,"53.67",,,,,,,,52,2,"Slider",3,1,1,3,1,3,1,3,"Infield shade","Standard",175,"0","0.029",,,,"-0.029",,2,-2,"0.88","0.12",27,30,28,31,1,3,2,1,8,1,"2.42","-0.54","0.54","38.7",,,,,
"FF","2025-05-25","96.5","-2.3","5.94","Ohtani, Shohei",660271,668820,,"called_strike",,,,,2,"Shohei Ohtani flies out to center fielder Tyrone Taylor.","R","L","R","NYM","LAD","S",,,0,0,2025,"-0.49","1.63","-0.18","3.23",,,,2,7,"Top",,,,,,,6.8012376501611245,-140.20177253351352,-5.327973229217459,-8.036697252549962,34.64357040037633,-9.742901934029092,"3.65","1.59",,,,"96.8",2232,"6.8",777773,620443,624413,683146,668901,596019,643446,621438,665742,"53.74",,,,,,,,52,1,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Infield shade","Standard",204,"0","-0.041",,,,"0.041",,2,-2,"0.88","0.12",27,30,28,31,1,3,2,1,8,1,"0.85","0.49","-0.49","39.3",,,,,
"FF","2025-05-25","94.8","-2.05","5.98","Ohtani, Shohei",660271,673540,"home_run","hit_into_play",,,,,8,"Shohei Ohtani homers (18) on a fly ball to right center field.","R","L","R","NYM","LAD","X",,"fly_ball",1,0,2025,"-0.93","1.33","0.1","2.05",,,,0,1,"Top",207.2,53.07,,,,,7.687166772064617,-137.64699315595274,-7.474620114572032,-13.615675951052328,34.25576063664074,-13.797185166968031,"3.56","1.6",411,"108.2",31,"94.3",2290,"6.4",777773,620443,624413,683146,668901,596019,643446,621438,665742,"54.13",0.974,1.982,"2",1,0,3,6,1,2,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Infield shade","Standard",220,"-0.101","1.076","82.0","8.4",3.883,"-1.076","108.2",0,0,"0.5","0.5",32,30,32,31,1,0,6,1,6,1,"1.25","0.93","-0.93","40.3",20.407824098374697,-4.21482828588162,43.63419808196846,39.75105715359843,33.38765386176886
"FC","2025-05-25","92.5","-2.23","5.86","Ohtani, Shohei",660271,673540,,"ball",,,,,13,"Shohei Ohtani homers (18) on a fly ball to right center field.","R","L","R","NYM","LAD","B",,,0,0,2025,"-0.18","0.84","-1.29","2.08",,,,0,1,"Top",,,,,,,2.7735736073455364,-134.5552988647203,-5.616757969324457,-2.7882253364816676,32.118169994117224,-20.967847968823705,"3.46","1.57",,,,"92.1",2537,"6.3",777773,620443,624413,683146,668901,596019,643446,621438,665742,"54.22",,,,,,,,1,1,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",203,"0","0.038",,,,"-0.038",,0,0,"0.5","0.5",32,30,32,31,1,0,6,1,6,1,"1.85","0.18","-0.18","42.6",,,,,
"SL","2025-05-24","83.7","2.41","5.9","Ohtani, Shohei",660271,656849,"strikeout","swinging_strike",,,,,4,"Shohei Ohtani strikes out swinging.","R","L","L","NYM","LAD","S",2,,1,2,2025,"-0.36","-0.12","-0.68","2.33",,,808975,1,8,"Top",,,,,,,-6.497007866606562,-121.63310225129379,-1.4518256153558478,-2.0079892688050043,28.96562125479972,-33.227700005384094,"3.55","1.59",,,,"84.1",2253,"7.1",777789,620443,624413,682668,683146,596019,643446,621438,665742,"53.37",,0,"0",1,0,0,,60,4,"Slider",4,2,2,4,2,4,2,4,"Infield shade","Standard",298,"0.046","-0.182","59.6","8.4",,"0.182",,2,-2,"0.862","0.138",29,30,30,31,4,3,6,1,6,1,"3.44","-0.36","-0.36","36.6",16.464909601740256,-11.071608337779693,30.08900458336929,49.803483122111075,28.05043156991584
"SL","2025-05-24","84.4","2.44","5.91","Ohtani, Shohei",660271,656849,,"foul",,,,,5,"Shohei Ohtani strikes out swinging.","R","L","L","NYM","LAD","S",,,1,1,2025,"-0.47","0.1","0.21","2.42",,,808975,1,8,"Top",,,,,,,-4.315135170559794,-122.93345148998861,-1.9977848700932126,-3.984227026909555,23.18418656286895,-30.99632905628371,"3.56","1.6",6,"75.4",-24,"85.9",2038,"7.1",777789,620443,624413,682668,683146,596019,643446,621438,665742,"53.41",,,,,,,,60,3,"Slider",4,2,2,4,2,4,2,4,"Infield shade","Standard",227,"0","-0.059","76.5","8.4",,"0.059","88.0",2,-2,"0.862","0.138",29,30,30,31,4,3,6,1,6,1,"3.08","-0.47","-0.47","36.2",23.576020767214718,-19.955644506115426,37.02778381984131,38.15389706713533,39.200234188665064
"SI","2025-05-24","90.9","2.14","5.95","Ohtani, Shohei",660271,656849,,"called_strike",,,,,7,"Shohei Ohtani strikes out swinging.","R","L","L","NYM","LAD","S",,,1,0,2025,"1.19","0.26","-0.4","1.93",,,808975,1,8,"Top",,,,,,,-9.065757247417293,-131.89060926971146,-4.686533520584555,15.944743899092451,31.6759672988151,-28.29088895424284,"3.6","1.68",,,,"91.8",2079,"7.3",777789,620443,624413,682668,683146,596019,643446,621438,665742,"53.23",,,,,,,,60,2,"Sinker",4,2,2,4,2,4,2,4,"Infield shade","Standard",140,"0","-0.047",,,,"0.047",,2,-2,"0.862","0.138",29,30,30,31,4,3,6,1,6,1,"2.55","1.19","1.19","40.7",,,,,
"SL","2025-05-24","82","2.5","5.91","Ohtani, Shohei",660271,656849,,"ball",,,,,12,"Shohei Ohtani strikes out swinging.","R","L","L","NYM","LAD","B",,,0,0,2025,"-0.37","-0.28","2.26","3.5",,,808975,1,8,"Top",,,,,,,0.1703355233152547,-119.42436563792403,1.7231445392613454,-3.5531393349283076,24.879721640683854,-35.41168032254174,"3.57","1.72",,,,"83",2112,"7.1",777789,620443,624413,682668,683146,596019,643446,621438,665742,"53.44",,,,,,,,60,1,"Slider",4,2,2,4,2,4,2,4,"Infield shade","Standard",274,"0","0.036",,,,"-0.036",,2,-2,"0.862","0.138",29,30,30,31,4,3,6,1,6,1,"3.69","-0.37","-0.37","36.6",,,,,
"SL","2025-05-24","84","2.35","5.96","Ohtani, Shohei",660271,656849,"strikeout","swinging_strike",,,,,13,"Shohei Ohtani strikes out swinging.","R","L","L","NYM","LAD","S",2,,2,2,2025,"-0.37","0.04","-0.28","1.23",,,,2,5,"Top",,,,,,,-5.434080117168885,-122.08325124123307,-4.5549178071211065,-2.2898118678497346,29.240898878242053,-30.914700000638383,"3.55","1.59",,,,"84.4",2271,"7.1",777789,620443,624413,643446,683146,596019,516782,621438,665742,"53.36",,0,"0",1,0,0,,40,5,"Slider",4,2,2,4,2,4,2,4,"Infield shade","Standard",322,"0.012","-0.219","63.8","8.9",,"0.219",,2,-2,"0.808","0.192",29,30,30,31,3,2,6,1,6,1,"3.25","-0.37","-0.37","35.8",30.09982735210538,-22.643422680871787,41.58001354481463,44.22228344760052,43.656366733462065
"SI","2025-05-24","91.3","2.08","6.15","Ohtani, Shohei",660271,656849,,"foul_tip",,,,,3,"Shohei Ohtani strikes out swinging.","R","L","L","NYM","LAD","S",,,2,1,2025,"0.93","0.97","0.38","3.55",,,,2,5,"Top",,,,,,,-6.380187660725597,-132.62595931141348,-2.5900421681011423,12.503190097771972,36.110460693004825,-20.503111214652908,"3.55","1.59",,,,"91.6",2209,"7.2",777789,620443,624413,643446,683146,596019,516782,621438,665742,"53.32",,,,,,,,40,4,"Sinker",4,2,2,4,2,4,2,4,"Infield shade","Standard",152,"0","-0.084","70.3","6.5",,"0.084",,2,-2,"0.808","0.192",29,30,30,31,3,2,6,1,6,1,"1.84","0.93","0.93","41.4",0.9284364477729613,26.010502310637186,27.94285796768041,38.324514771615426,11.772887015157997
"SL","2025-05-24","83.7","2.39","5.86","Ohtani, Shohei",660271,656849,,"swinging_strike",,,,,8,"Shohei Ohtani strikes out swinging.","R","L","L","NYM","LAD","S",,,2,0,2025,"-0.61","0.07","0.24","1.86",,,,2,5,"Top",,,,,,,-3.8065829219022103,-121.63638721166596,-2.7769219224865074,-4.952369576656643,30.11379099246325,-31.09558508478924,"3.55","1.59",,,,"83.7",2274,"7",777789,620443,624413,643446,683146,596019,516782,621438,665742,"53.54",,,,,,,,40,3,"Slider",4,2,2,4,2,4,2,4,"Infield shade","Standard",278,"0","-0.061","76.4","8.8",,"0.061",,2,-2,"0.808","0.192",29,30,30,31,3,2,6,1,6,1,"3.27","-0.61","-0.61","35.8",36.720600677828656,-43.75788642360767,38.44013342208149,37.4686322461676,59.28649927723454
"SI","2025-05-24","91.3","2.1","6.25","Ohtani, Shohei",660271,656849,,"ball",,,,,12,"Shohei Ohtani strikes out swinging.","R","L","L","NYM","LAD","B",,,1,0,2025,"1.42","0.69","0.95","4.18",,,,2,5,"Top",,,,,,,-6.028093977551212,-132.43197451051458,-0.5233843561209927,17.982488636516834,40.069620929844255,-24.418194619610766,"3.6","1.65",,,,"90.5",2190,"7",777789,620443,624413,643446,683146,596019,516782,621438,665742,"53.52",,,,,,,,40,2,"Sinker",4,2,2,4,2,4,2,4,"Infield shade","Standard",141,"0","0.068",,,,"-0.068",,2,-2,"0.808","0.192",29,30,30,31,3,2,6,1,6,1,"2.16","1.42","1.42","40.6",,,,,
"CU","2025-05-24","80","2.19","6.33","Ohtani, Shohei",660271,656849,,"ball",,,,,12,"Shohei Ohtani strikes out swinging.","R","L","L","NYM","LAD","B",,,0,0,2025,"-0.97","-0.81","1.03","3.76",,,,2,5,"Top",,,,,,,-0.7123583901714807,-116.34980607572412,2.79259639968679,-8.518849884403448,27.17386499040757,-40.31040587665945,"3.6","1.75",,,,"80.1",2343,"6.9",777789,620443,624413,643446,683146,596019,516782,621438,665742,"53.56",,,,,,,,40,1,"Curveball",4,2,2,4,2,4,2,4,"Infield shade","Standard",327,"0","0.04",,,,"-0.04",,2,-2,"0.808","0.192",29,30,30,31,3,2,6,1,6,1,"4.45","-0.97","-0.97","47.9",,,,,
"CH","2025-05-24","85.9","2.07","6.27","Ohtani, Shohei",660271,656849,"field_out","hit_into_play",,,,,12,"Shohei Ohtani lines out to center fielder Tyrone Taylor.","R","L","L","NYM","LAD","X",8,"line_drive",1,2,2025,"1.22","0.48","1.06","2.61",,,,0,3,"Top",118.18,83.76,,,,,-4.9471969954667445,-124.87073213812936,-3.285485219384991,13.783851047037329,29.799697882222638,-26.702201506535054,"3.55","1.59",289,"79.7",29,"86.6",1542,"7.2",777789,620443,624413,643446,683146,596019,516782,621438,665742,"53.31",0.143,0.174,"0",1,0,0,3,20,4,"Changeup",1,2,2,1,2,1,2,1,"Infield shade","Standard",129,"0.021","-0.186","74.0","7.3",0.247,"0.186","88.0",-1,1,"0.383","0.617",29,30,30,31,2,1,6,1,6,1,"2.67","1.22","1.22","45.7",10.212454273000079,4.000694791128805,41.25040864910725,28.800783473110883,26.082379076769694
