"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FC","2025-06-04","90.2","-1.32","5.76","Ohtani, Shohei",660271,656288,,"ball",,,,,14,"Shohei Ohtani flies out sharply to center fielder Jeff McNeil.","R","L","R","LAD","NYM","B",,,1,0,2025,"-0.14","0.13","0.24","1.35",,,,0,1,"Bot",,,,,,,4.114755108469485,-131.30813513971623,-5.284240543629667,-2.3877105304867796,25.170130715604856,-29.8701331394562,"3.62","1.69",,,,"89.4",2724,"5.6",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.93",,,,,,,,7,2,"Cutter",0,3,0,3,3,0,0,3,"Infield shade","Standard",297,"0","0.069",,,,"-0.069",,-3,-3,"0.255","0.255",29,30,29,31,1,0,7,1,,,"2.65","0.14","-0.14","40.2",,,,,
"FF","2025-06-04","95.7","-1.31","5.77","Ohtani, Shohei",660271,656288,,"ball",,,,,11,"Shohei Ohtani flies out sharply to center fielder Jeff McNeil.","R","L","R","LAD","NYM","B",,,0,0,2025,"-0.7","1.29","-0.26","4.13",,,,0,1,"Bot",,,,,,,4.295564076336921,-139.21726786381484,-1.5555233185958979,-10.035664929346657,34.33812284143013,-15.364135321076814,"3.65","1.72",,,,"94.5",2132,"5.8",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.68",,,,,,,,7,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",220,"0","0.038",,,,"-0.038",,-3,-3,"0.255","0.255",29,30,29,31,1,0,7,1,,,"1.22","0.7","-0.7","39.7",,,,,
"CH","2025-06-03","89.3","-2.83","5.66","Ohtani, Shohei",660271,656731,"strikeout","swinging_strike",,,,,13,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","S",2,,2,2,2025,"-1.33","0.15","-0.64","1.45",,,,1,5,"Bot",,,,,,,8.317688753999,-129.71399479100015,-4.688447215877254,-16.799480124763523,27.217492258833257,-29.682770859824974,"3.55","1.59",,,,"90.3",1362,"7",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.52",,0,"0",1,0,0,,43,5,"Changeup",4,5,4,5,5,4,4,5,"Infield shade","Standard",240,"-0.024","-0.225","75.7","9.1",,"0.225",,-1,-1,"0.373","0.373",29,30,30,31,3,2,7,1,,1,"2.72","1.33","-1.33","31.9",26.443874352842204,-16.533285468794684,38.709031288268996,47.40674933009089,34.2529468515808
"SL","2025-06-03","83.8","-2.73","5.71","Ohtani, Shohei",660271,656731,,"ball",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","B",,,1,2,2025,"1","-0.34","1.07","0.17",,,,1,5,"Bot",,,,,,,6.892449653538531,-121.74423613159466,-5.644487016788598,8.276303138822101,27.714449196873883,-34.4468883367149,"3.66","1.72",,,,"84.3",2710,"7.1",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.41",,,,,,,,43,4,"Slider",4,5,4,5,5,4,4,5,"Infield shade","Standard",40,"0","0.043",,,,"-0.043",,-1,-1,"0.373","0.373",29,30,30,31,3,2,7,1,,1,"3.64","-1","1","32.3",,,,,
"SL","2025-06-03","83.9","-2.81","5.68","Ohtani, Shohei",660271,656731,,"ball",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","B",,,0,2,2025,"0.89","-0.3","0.41","0.18",,,,1,5,"Bot",,,,,,,5.750387211952181,-122.04161847698379,-5.765530513303404,7.790559793183516,24.316943860510154,-34.228496791736085,"3.64","1.7",,,,"84.7",2751,"6.9",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.61",,,,,,,,43,3,"Slider",4,5,4,5,5,4,4,5,"Infield shade","Standard",43,"0","0.02",,,,"-0.02",,-1,-1,"0.373","0.373",29,30,30,31,3,2,7,1,,1,"3.54","-0.89","0.89","33.0",,,,,
"SL","2025-06-03","84.9","-2.85","5.76","Ohtani, Shohei",660271,656731,,"swinging_strike",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","S",,,0,1,2025,"0.34","-0.21","0.12","0.88",,,,1,5,"Bot",,,,,,,6.358735543251011,-123.54981732087982,-4.7339912260034795,2.2495737061907617,24.201564831963818,-33.63377761384997,"3.55","1.59",,,,"86",2549,"6.9",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.58",,,,,,,,43,2,"Slider",4,5,4,5,5,4,4,5,"Infield shade","Standard",51,"0","-0.057","74.8","9.2",,"0.057",,-1,-1,"0.373","0.373",29,30,30,31,3,2,7,1,,1,"3.37","-0.34","0.34","30.6",35.287523379342865,-37.501091178158994,43.83860350955297,39.771035304265865,57.01835916186345
"SL","2025-06-03","83.7","-2.98","5.8","Ohtani, Shohei",660271,656731,,"swinging_strike",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","S",,,0,0,2025,"0.67","0.01","0.71","0.41",,,,1,5,"Bot",,,,,,,7.263576984698503,-121.65041000781652,-6.06748100741528,5.162316644113163,24.740051478603373,-30.991317661269377,"3.55","1.59",,,,"84.5",2641,"7",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.54",,,,,,,,43,1,"Slider",4,5,4,5,5,4,4,5,"Infield shade","Standard",44,"0","-0.037","31.0","6.8",,"0.037",,-1,-1,"0.373","0.373",29,30,30,31,3,2,7,1,,1,"3.26","-0.67","0.67","31.4",16.40163836847582,17.79312271863536,34.98840511287182,30.898056695181328,28.894317593344628
"FF","2025-06-03","96.1","-2.72","5.74","Ohtani, Shohei",660271,656731,"field_out","hit_into_play",,,,,1,"Shohei Ohtani flies out to left fielder Brandon Nimmo.","R","L","R","LAD","NYM","X",7,"fly_ball",2,2,2025,"-0.37","1.18","-0.42","3.31",,,,2,2,"Bot",46.45,121.44,,,,,7.031583903275657,-139.80357466999212,-3.5827112745868757,-6.331714934015661,30.293955387732346,-16.126244974246163,"3.55","1.59",275,"93",50,"97.9",2256,"7.2",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.26",0.009,0.012,"0",1,0,0,3,19,5,"4-Seam Fastball",4,1,4,1,1,4,4,1,"Infield shade","Standard",213,"-0.005","-0.219","73.7","7.4",0.019,"0.219","93.0",3,3,"0.81","0.81",29,30,30,31,2,1,7,1,,1,"1.29","0.37","-0.37","37.4",10.555663314725303,12.675144054114211,29.17567898114608,42.77991767613139,16.543584053334236
"CH","2025-06-03","90.4","-2.84","5.64","Ohtani, Shohei",660271,656731,,"ball",,,,,14,"Shohei Ohtani flies out to left fielder Brandon Nimmo.","R","L","R","LAD","NYM","B",,,1,2,2025,"-1.21","-0.05","0.27","-0.09",,,,2,2,"Bot",,,,,,,10.48167141418426,-131.02464845804343,-8.235392258350865,-16.266008315140947,29.28617195377448,-31.051787125702926,"3.61","1.76",,,,"91.2",1516,"7.1",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.41",,,,,,,,19,4,"Changeup",4,1,4,1,1,4,4,1,"Infield shade","Standard",247,"0","0.039",,,,"-0.039",,3,3,"0.81","0.81",29,30,30,31,2,1,7,1,,1,"2.88","1.21","-1.21","28.4",,,,,
"SL","2025-06-03","84.6","-2.78","5.61","Ohtani, Shohei",660271,656731,,"ball",,,,,14,"Shohei Ohtani flies out to left fielder Brandon Nimmo.","R","L","R","LAD","NYM","B",,,0,2,2025,"0.77","-0.16","0.92","0.18",,,,2,2,"Bot",,,,,,,7.18806897086373,-122.92247195640195,-6.014979416216246,6.306020505272746,25.26836897566743,-32.7887362214418,"3.71","1.8",,,,"85.7",2667,"7.2",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.35",,,,,,,,19,3,"Slider",4,1,4,1,1,4,4,1,"Infield shade","Standard",41,"0","0.023",,,,"-0.023",,3,3,"0.81","0.81",29,30,30,31,2,1,7,1,,1,"3.37","-0.77","0.77","31.4",,,,,
"FF","2025-06-03","95.6","-2.76","5.8","Ohtani, Shohei",660271,656731,,"foul",,,,,1,"Shohei Ohtani flies out to left fielder Brandon Nimmo.","R","L","R","LAD","NYM","S",,,0,1,2025,"-0.76","1.24","-0.28","3.1",,,,2,2,"Bot",,,,,,,8.337564743856234,-138.96038896731523,-4.314757720058193,-11.67218089682548,31.24520060350854,-15.363217173124651,"3.55","1.59",223,"81.6",63,"96.7",2193,"7",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.53",,,,,,,,19,2,"4-Seam Fastball",4,1,4,1,1,4,4,1,"Infield shade","Standard",218,"0","-0.058","82.0","7.9",,"0.058","88.0",3,3,"0.81","0.81",29,30,30,31,2,1,7,1,,1,"1.26","0.76","-0.76","32.9",10.297600453298955,2.3067179364996786,34.957310066023936,42.84554310668564,20.034136592256395
"FF","2025-06-03","96.3","-2.7","5.81","Ohtani, Shohei",660271,656731,,"swinging_strike",,,,,3,"Shohei Ohtani flies out to left fielder Brandon Nimmo.","R","L","R","LAD","NYM","S",,,0,0,2025,"-0.72","1.31","0.48","3.57",,,,2,2,"Bot",,,,,,,10.22286078166601,-139.8108414902081,-3.367657586450994,-11.7562134037334,32.024389360298045,-14.402603707274311,"3.55","1.59",,,,"97.7",2283,"7.3",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.24",,,,,,,,19,1,"4-Seam Fastball",4,1,4,1,1,4,4,1,"Infield shade","Standard",215,"0","-0.041","81.5","7.2",,"0.041",,3,3,"0.81","0.81",29,30,30,31,2,1,7,1,,1,"1.16","0.72","-0.72","33.1",13.888682787561908,10.162094248484912,34.54971561131342,34.03319029504777,22.402953757725186
"SI","2025-06-03","99.9","-1.93","5.51","Ohtani, Shohei",660271,657585,"walk","ball",,,,,14,"Shohei Ohtani walks.","R","L","R","LAD","NYM","B",,,3,2,2025,"-1.37","0.8","2.18","1.06",,,,0,8,"Bot",,,,,,,14.433414850896682,-144.58157547487167,-8.683060713253587,-22.49783641827781,31.938440304083706,-19.00207666011544,"3.76","1.74",,,,"99.4",2474,"6.2",777657,682626,624413,643446,677595,596019,607043,621438,665742,"54.31",,0.694262,"0.7",1,0,0,,62,6,"Sinker",4,5,4,5,5,4,4,5,"Infield shade","Standard",224,"0.098","0.371",,,,"-0.371",,-1,-1,"0.297","0.297",32,30,32,31,1,3,2,1,,1,"1.5","1.37","-1.37","35.3",,,,,
"FC","2025-06-03","95.4","-2.1","5.51","Ohtani, Shohei",660271,657585,,"called_strike",,,,,9,"Shohei Ohtani walks.","R","L","R","LAD","NYM","S",,,3,1,2025,"0.14","0.69","0.56","1.81",,,,0,8,"Bot",,,,,,,6.6965710775899945,-138.8517858605531,-5.7001726934922985,0.5009478802922711,27.157768061408845,-22.244761293618517,"3.72","1.8",,,,"95.8",2685,"6.2",777657,682626,624413,643446,677595,596019,607043,621438,665742,"54.27",,,,,,,,62,5,"Cutter",4,5,4,5,5,4,4,5,"Infield shade","Standard",212,"0","-0.085",,,,"0.085",,-1,-1,"0.297","0.297",32,30,32,31,1,3,2,1,,1,"1.79","-0.14","0.14","32.6",,,,,
"FF","2025-06-03","96.9","-2.73","5.86","Ohtani, Shohei",660271,656731,"strikeout","called_strike",,,,,11,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","S",2,,1,2,2025,"-0.6","1.39","-0.98","2.61",,,,0,1,"Bot",,,,,,,6.112380264824472,-140.80884553244024,-6.344320850283357,-9.386158196820391,33.64470263745728,-12.452042403943135,"3.5","1.64",,,,"97.8",2286,"7",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.51",,0,"0",1,0,0,,6,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",214,"-0.023","-0.186",,,,"0.186",,-1,-1,"0.442","0.442",29,30,30,31,1,0,7,1,,1,"1.06","0.6","-0.6","35.4",,,,,
"FS","2025-06-03","90.7","-2.23","5.62","Ohtani, Shohei",660271,657585,,"ball",,,,,13,"Shohei Ohtani walks.","R","L","R","LAD","NYM","B",,,2,1,2025,"-0.97","0.07","-0.8","1.34",,,,0,8,"Bot",,,,,,,5.597989022560113,-132.02148302151673,-4.968580827668638,-12.489640032715467,25.173829040138276,-30.555917124378308,"3.74","1.79",,,,"90.6",1580,"6",777657,682626,624413,643446,677595,596019,607043,621438,665742,"54.5",,,,,,,,62,4,"Split-Finger",4,5,4,5,5,4,4,5,"Infield shade","Standard",241,"0","0.122",,,,"-0.122",,-1,-1,"0.297","0.297",32,30,32,31,1,3,2,1,,1,"2.67","0.97","-0.97","36.7",,,,,
"FF","2025-06-03","96","-2.77","5.94","Ohtani, Shohei",660271,656731,,"swinging_strike",,,,,12,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","S",,,1,1,2025,"-0.29","1.42","1.29","2.77",,,,0,1,"Bot",,,,,,,11.56202320423115,-139.3085652432365,-6.0136348822183265,-6.4790937099506545,31.982217556632516,-12.501976917269914,"3.55","1.59",,,,"97",2156,"7",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.46",,,,,,,,6,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",216,"0","-0.056","63.7","5.6",,"0.056",,-1,-1,"0.442","0.442",29,30,30,31,1,0,7,1,,1,"1.08","0.29","-0.29","35.7",-18.77835986314312,33.259461972155655,47.17998794527964,22.987897380822087,9.122956781294402
"FS","2025-06-03","89.8","-2.42","5.65","Ohtani, Shohei",660271,657585,,"swinging_strike",,,,,13,"Shohei Ohtani walks.","R","L","R","LAD","NYM","S",,,2,0,2025,"-1.19","-0.09","-0.87","1.44",,,,0,8,"Bot",,,,,,,6.342622829653501,-130.67890848045357,-4.274895057968308,-14.947096100403051,26.46544522205393,-32.56561334500725,"3.55","1.59",,,,"89.8",1682,"6.2",777657,682626,624413,643446,677595,596019,607043,621438,665742,"54.28",,,,,,,,62,3,"Split-Finger",4,5,4,5,5,4,4,5,"Infield shade","Standard",236,"0","-0.065","76.5","9.1",,"0.065",,-1,-1,"0.297","0.297",32,30,32,31,1,3,2,1,,1,"2.91","1.19","-1.19","34.4",20.531995652312016,-11.811043170802828,36.472148658587734,49.436966069553534,29.479153069918365
"ST","2025-06-03","88.4","-2.6","5.48","Ohtani, Shohei",660271,657585,,"ball",,,,,14,"Shohei Ohtani walks.","R","L","R","LAD","NYM","B",,,1,0,2025,"1.16","0.42","0.16","1.02",,,,0,8,"Bot",,,,,,,4.274840578606031,-128.57974226875334,-5.569108332229455,11.834397510270943,28.402950040119666,-26.578168193425963,"3.68","1.74",,,,"87.5",2779,"5.9",777657,682626,624413,643446,677595,596019,607043,621438,665742,"54.63",,,,,,,,62,2,"Sweeper",4,5,4,5,5,4,4,5,"Infield shade","Standard",45,"0","0.069",,,,"-0.069",,-1,-1,"0.297","0.297",32,30,32,31,1,3,2,1,,1,"2.52","-1.16","1.16","29.8",,,,,
"FF","2025-06-03","95.2","-2.76","5.85","Ohtani, Shohei",660271,656731,,"ball",,,,,11,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","B",,,0,1,2025,"-0.4","1.42","-0.31","4.61",,,,0,1,"Bot",,,,,,,7.397404373836945,-138.4658656356547,-0.7737173883189055,-6.808343984553246,31.204837739046802,-13.925920379307552,"3.56","1.66",,,,"96",2213,"6.8",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.69",,,,,,,,6,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",212,"0","0.025",,,,"-0.025",,-1,-1,"0.442","0.442",29,30,30,31,1,0,7,1,,1,"1.1","0.4","-0.4","34.4",,,,,
"ST","2025-06-03","87.3","-2.57","5.55","Ohtani, Shohei",660271,657585,,"ball",,,,,14,"Shohei Ohtani walks.","R","L","R","LAD","NYM","B",,,0,0,2025,"1.14","0.25","0.24","1.22",,,,0,8,"Bot",,,,,,,4.384151828138864,-127.07153471591502,-4.741282107668516,11.362125614099295,27.445577824641372,-28.659775964734724,"3.67","1.79",,,,"86.8",2950,"6",777657,682626,624413,643446,677595,596019,607043,621438,665742,"54.45",,,,,,,,62,1,"Sweeper",4,5,4,5,5,4,4,5,"Infield shade","Standard",57,"0","0.038",,,,"-0.038",,-1,-1,"0.297","0.297",32,30,32,31,1,3,2,1,,1,"2.75","-1.14","1.14","34.6",,,,,
"FF","2025-06-03","95.7","-2.76","5.9","Ohtani, Shohei",660271,656731,,"foul",,,,,12,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","S",,,0,0,2025,"-0.66","1.36","1.27","2.65",,,,0,1,"Bot",,,,,,,12.217991785191394,-138.70873437690514,-6.073305558439748,-11.207935716561645,30.54485153840589,-13.301478823863313,"3.55","1.59",,,,"96.6",2305,"7",777657,682626,624413,643446,677595,596019,607043,621438,665742,"53.51",,,,,,,,6,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",219,"0","-0.037","45.8","5.4",,"0.037",,-1,-1,"0.442","0.442",29,30,30,31,1,0,7,1,,1,"1.14","0.66","-0.66","35.6",-17.99570746173574,38.953880696579226,42.60276342372471,23.125180587561843,11.995124403873268
"CH","2025-06-02","86.3","-2.35","5.76","Ohtani, Shohei",660271,621112,"field_out","hit_into_play",,,,,11,"Shohei Ohtani grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.","R","L","R","LAD","NYM","X",4,"ground_ball",3,1,2025,"-0.99","0.11","-0.91","2.72",,669242,808975,2,5,"Bot",160.3,157.48,,,,,5.430809294410608,-125.66021438484496,-1.3098817504232354,-11.52248412231054,22.26198665184594,-30.907266922125157,"3.54","1.59",8,"84.7",-19,"86.8",1709,"6.3",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.24",0.08,0.087,"0",1,0,0,2,41,5,"Changeup",0,2,0,2,2,0,0,2,"Infield shade","Standard",223,"-0.06","-0.372","80.1","8.6",0.093,"0.372","88.0",-2,-2,"0.271","0.271",31,30,32,31,3,2,,1,,1,"2.91","0.99","-0.99","40.3",16.909801684360335,-4.171247361896898,31.52383585380666,49.9974168977243,25.62276612861106
"CH","2025-06-02","86.3","-2.33","5.73","Ohtani, Shohei",660271,621112,,"ball",,,,,13,"Shohei Ohtani grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.","R","L","R","LAD","NYM","B",,,2,1,2025,"-1.04","0.33","-0.34","1.41",,669242,808975,2,5,"Bot",,,,,,,6.8763760130250855,-125.61447227248287,-4.805366321119663,-12.334013509207596,22.921666118647366,-27.928638413885313,"3.54","1.61",,,,"86.9",1489,"6.4",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.08",,,,,,,,41,4,"Changeup",0,2,0,2,2,0,0,2,"Infield shade","Standard",227,"0","0.065",,,,"-0.065",,-2,-2,"0.271","0.271",31,30,32,31,3,2,,1,,1,"2.7","1.04","-1.04","43.7",,,,,
"FC","2025-06-02","90.4","-2.21","5.86","Ohtani, Shohei",660271,621112,,"ball",,,,,11,"Shohei Ohtani grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.","R","L","R","LAD","NYM","B",,,1,1,2025,"0.36","0.53","-0.13","4.29",,669242,808975,2,5,"Bot",,,,,,,4.395935063694403,-131.60442362905818,0.8619088001073765,3.348095654908409,26.60534851594791,-26.331067290893188,"3.52","1.6",,,,"90.3",2407,"6.1",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.42",,,,,,,,41,3,"Cutter",0,2,0,2,2,0,0,2,"Infield shade","Standard",165,"0","0.042",,,,"-0.042",,-2,-2,"0.271","0.271",31,30,32,31,3,2,,1,,1,"2.24","-0.36","0.36","45.0",,,,,
"FC","2025-06-02","89.6","-2.29","5.81","Ohtani, Shohei",660271,621112,,"swinging_strike",,,,,3,"Shohei Ohtani grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.","R","L","R","LAD","NYM","S",,,1,0,2025,"0.36","0.57","0.51","3.1",,669242,808975,2,5,"Bot",,,,,,,6.165585735249053,-130.5587984468259,-2.0142088591109304,3.0195611718544613,23.818755835697324,-25.42331670184081,"3.54","1.59",,,,"90.2",2444,"6.3",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.19",,,,,,,,41,2,"Cutter",0,2,0,2,2,0,0,2,"Infield shade","Standard",172,"0","-0.042","78.8","6.8",,"0.042",,-2,-2,"0.271","0.271",31,30,32,31,3,2,,1,,1,"2.23","-0.36","0.36","43.4",4.822898641912716,21.387098503520615,38.41334420282711,31.26477282456119,14.59750866682647
"FC","2025-06-02","90.4","-2.19","5.79","Ohtani, Shohei",660271,621112,,"ball",,,,,3,"Shohei Ohtani grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.","R","L","R","LAD","NYM","B",,,0,0,2025,"0.37","0.56","0.76","3.5",,669242,808975,2,5,"Bot",,,,,,,6.577838662975376,-131.5526279089063,-0.9993239018619355,3.0529292236325247,25.666729635440827,-25.587793710978705,"3.53","1.65",,,,"90.7",2352,"6.3",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.21",,,,,,,,41,1,"Cutter",0,2,0,2,2,0,0,2,"Infield shade","Standard",182,"0","0.026",,,,"-0.026",,-2,-2,"0.271","0.271",31,30,32,31,3,2,,1,,1,"2.21","-0.37","0.37","40.8",,,,,
"CU","2025-06-02","81.3","-2.33","5.86","Ohtani, Shohei",660271,621112,"strikeout","swinging_strike",,,,,13,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","S",2,,3,2,2025,"0.54","-1.38","-1.08","1.57",,,,2,3,"Bot",,,,,,,1.7604457165406562,-118.312756595404,-0.3098819146827574,4.701280389952835,24.4750543216206,-45.21430480339857,"3.54","1.59",,,,"80.8",2693,"6.1",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.36",,0,"0",1,0,0,,20,7,"Curveball",0,1,0,1,1,0,0,1,"Infield shade","Standard",27,"-0.013","-0.325","68.5","9.0",,"0.325",,-1,-1,"0.384","0.384",31,30,32,31,2,1,,1,,1,"4.85","-0.54","0.54","45.9",25.17738402391442,-10.349609132447647,34.239980365547936,52.211126335893255,29.604089722121227
"CH","2025-06-02","84.3","-2.41","5.78","Ohtani, Shohei",660271,621112,,"ball",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","B",,,2,2,2025,"-1.34","1.09","0.18","1.4",,,,2,3,"Bot",,,,,,,8.665604836836842,-122.46319156032595,-5.991166610406789,-15.186727767659871,22.507354228696357,-20.20177139180383,"3.51","1.64",,,,"84.4",2041,"6.3",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.22",,,,,,,,20,6,"Changeup",0,1,0,1,1,0,0,1,"Infield shade","Standard",224,"0","0.106",,,,"-0.106",,-1,-1,"0.384","0.384",31,30,32,31,2,1,,1,,1,"2.11","1.34","-1.34","42.1",,,,,
"FC","2025-06-02","88.4","-2.3","5.82","Ohtani, Shohei",660271,621112,,"foul",,,,,5,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","S",,,2,2,2025,"0.38","0.3","0.14","2.6",,,,2,3,"Bot",,,,,,,5.157422736917844,-128.78720166450546,-2.449943826327173,3.2693526086298337,25.565206197715785,-28.56490559566469,"3.54","1.59",198,"72.1",53,"88.6",2640,"6.3",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.22",,,,,,,,20,5,"Cutter",0,1,0,1,1,0,0,1,"Infield shade","Standard",135,"0","0","77.4","7.7",,"0","88.0",-1,-1,"0.384","0.384",31,30,32,31,2,1,,1,,1,"2.6","-0.38","0.38","45.8",9.099480283207333,5.189338254746632,41.634289322884456,36.65091047682481,20.545192320949223
"CH","2025-06-02","85.7","-2.44","5.7","Ohtani, Shohei",660271,621112,,"foul",,,,,13,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","S",,,2,1,2025,"-0.88","0","-0.11","1.33",,,,2,3,"Bot",,,,,,,7.26503728402482,-124.76974957453098,-4.146963763444487,-10.55222014259852,21.79426589544859,-31.626459405453566,"3.54","1.59",3,"68.2",-23,"86.1",1728,"6.2",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.25",,,,,,,,20,4,"Changeup",0,1,0,1,1,0,0,1,"Infield shade","Standard",232,"0","-0.084","81.5","8.7",,"0.084","88.0",-1,-1,"0.384","0.384",31,30,32,31,2,1,,1,,1,"3.07","0.88","-0.88","39.1",23.916743474127717,-6.9694086719552395,44.9023819134907,40.92125881791945,35.52305250129342
"FC","2025-06-02","88.8","-2.41","5.79","Ohtani, Shohei",660271,621112,,"swinging_strike",,,,,2,"Shohei Ohtani strikes out swinging.","R","L","R","LAD","NYM","S",,,2,0,2025,"0.29","0.35","0.18","3.27",,,,2,3,"Bot",,,,,,,5.733848783438279,-129.24291500568526,-0.89458010370856,2.121706028949671,25.310898166646265,-28.302885477341682,"3.54","1.59",,,,"89",2432,"6.3",777675,682626,624413,643446,683146,596019,607043,621438,665742,"54.21",,,,,,,,20,3,"Cutter",0,1,0,1,1,0,0,1,"Infield shade","Standard",183,"0","-0.061","73.5","6.4",,"0.061",,-1,-1,"0.384","0.384",31,30,32,31,2,1,,1,,1,"2.53","-0.29","0.29","41.0",-1.5782522865657058,31.973584679886383,33.43113923262568,35.82946897909581,9.353791109413077
